collection,profile,kernel,mode,vf,scalable,e32_lmuls,vset_per_loop,loop_opcodes,register_allocation_frame_lines,allocation_dump_present,same_full_assembly_as_pristine,same_body_as_pristine,historical_binary_measured
final-saturn,saturn,gemver-l00,8,8,True,"[""m4""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-saturn,saturn,gemver-l00,16,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-saturn,saturn,gemver-l00,expanded,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s000,2,2,True,"[""m1""]",[0],"[{""add"": 2, ""bne"": 1, ""vfadd.vf"": 1, ""vl1re32.v"": 1, ""vs1r.v"": 1}]",[],True,True,True,False
final-none-observe,none,s000,4,4,True,"[""m2""]",[0],"[{""add"": 2, ""bne"": 1, ""vfadd.vf"": 1, ""vl2re32.v"": 1, ""vs2r.v"": 1}]",[],True,True,True,False
final-none-observe,none,s000,8,8,True,"[""m4""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 2, ""sub"": 1, ""vfadd.vf"": 1, ""vle32.v"": 1, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s000,16,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 2, ""sub"": 1, ""vfadd.vf"": 1, ""vle32.v"": 1, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s000,expanded,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 2, ""sub"": 1, ""vfadd.vf"": 1, ""vle32.v"": 1, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s1111,2,2,True,"[""m1""]",[0],"[{""add"": 4, ""bne"": 1, ""vfadd.vv"": 3, ""vfmadd.vv"": 1, ""vfmul.vv"": 1, ""vl1re32.v"": 3, ""vsse32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s1111,4,4,True,"[""m2""]",[0],"[{""add"": 4, ""bne"": 1, ""vfadd.vv"": 3, ""vfmadd.vv"": 1, ""vfmul.vv"": 1, ""vl2re32.v"": 3, ""vsse32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s1111,8,8,True,"[""m4""]",[1],"[{""add"": 2, ""bnez"": 1, ""sh2add"": 3, ""sh3add"": 1, ""sub"": 1, ""vfadd.vv"": 3, ""vfmadd.vv"": 1, ""vfmul.vv"": 1, ""vle32.v"": 3, ""vsetvli"": 1, ""vsse32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s1111,16,16,True,"[""m8""]",[1],"[{""add"": 2, ""bnez"": 1, ""sh2add"": 3, ""sh3add"": 1, ""sub"": 1, ""vfadd.vv"": 3, ""vfmadd.vv"": 1, ""vfmul.vv"": 1, ""vle32.v"": 3, ""vsetvli"": 1, ""vsse32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s1111,expanded,8,True,"[""m4""]",[1],"[{""add"": 2, ""bnez"": 1, ""sh2add"": 3, ""sh3add"": 1, ""sub"": 1, ""vfadd.vv"": 3, ""vfmadd.vv"": 1, ""vfmul.vv"": 1, ""vle32.v"": 3, ""vsetvli"": 1, ""vsse32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s125,2,2,True,"[""m1""]",[0],"[{""add"": 4, ""bne"": 1, ""vfmadd.vv"": 1, ""vl1re32.v"": 3, ""vs1r.v"": 1}]",[],True,True,True,False
final-none-observe,none,s125,4,4,True,"[""m2""]",[0],"[{""add"": 4, ""bne"": 1, ""vfmadd.vv"": 1, ""vl2re32.v"": 3, ""vs2r.v"": 1}]",[],True,True,True,False
final-none-observe,none,s125,8,8,True,"[""m4""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 4, ""sub"": 1, ""vfmadd.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s125,16,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 4, ""sub"": 1, ""vfmadd.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s125,expanded,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 4, ""sub"": 1, ""vfmadd.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,s311,2,2,True,"[""m1""]",[0],"[{""add"": 1, ""bne"": 1, ""vfadd.vv"": 1, ""vl1re32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s311,4,4,True,"[""m2""]",[0],"[{""add"": 1, ""bne"": 1, ""vfadd.vv"": 1, ""vl2re32.v"": 1}]",[],True,True,True,False
final-none-observe,none,s311,8,8,True,"[""m4""]",[2],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 1, ""sub"": 1, ""vfadd.vv"": 1, ""vle32.v"": 1, ""vsetvli"": 2}]",[],True,True,True,False
final-none-observe,none,s311,16,16,True,"[""m8""]",[2],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 1, ""sub"": 1, ""vfadd.vv"": 1, ""vle32.v"": 1, ""vsetvli"": 2}]",[],True,True,True,False
final-none-observe,none,s311,expanded,16,True,"[""m8""]",[2],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 1, ""sub"": 1, ""vfadd.vv"": 1, ""vle32.v"": 1, ""vsetvli"": 2}]",[],True,True,True,False
final-none-observe,none,s4112,2,2,True,"[""m1""]",[0],"[{""add"": 2, ""bne"": 1, ""vfmacc.vf"": 1, ""vl1re32.v"": 2, ""vluxei64.v"": 1, ""vs1r.v"": 1, ""vwmulsu.vx"": 1}]",[],True,True,True,False
final-none-observe,none,s4112,4,4,True,"[""m2""]",[0],"[{""add"": 2, ""bne"": 1, ""vfmacc.vf"": 1, ""vl2re32.v"": 2, ""vluxei64.v"": 1, ""vs2r.v"": 1, ""vwmulsu.vx"": 1}]",[],True,True,True,False
final-none-observe,none,s4112,8,8,True,"[""m4""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 2, ""sub"": 1, ""vfmacc.vf"": 1, ""vle32.v"": 2, ""vluxei64.v"": 1, ""vse32.v"": 1, ""vsetvli"": 1, ""vwmulsu.vx"": 1}]",[],True,True,True,False
final-none-observe,none,s4112,16,16,True,"[""m4"", ""m8""]",[6],"[{""add"": 1, ""bnez"": 1, ""maxu"": 1, ""minu"": 1, ""sh2add"": 2, ""sub"": 2, ""vfmacc.vf"": 1, ""vle32.v"": 2, ""vluxei64.v"": 2, ""vse32.v"": 1, ""vsetvli"": 6, ""vwmulsu.vx"": 2}]",[],True,True,True,False
final-none-observe,none,s4112,expanded,16,True,"[""m4"", ""m8""]",[6],"[{""add"": 1, ""bnez"": 1, ""maxu"": 1, ""minu"": 1, ""sh2add"": 2, ""sub"": 2, ""vfmacc.vf"": 1, ""vle32.v"": 2, ""vluxei64.v"": 2, ""vse32.v"": 1, ""vsetvli"": 6, ""vwmulsu.vx"": 2}]",[],True,True,True,False
final-none-observe,none,jacobi-2d-imper-l00,2,2,True,"[""m1""]",[1],"[{""add"": 4, ""addi"": 1, ""bne"": 1, ""vfadd.vv"": 4, ""vfmul.vf"": 1, ""vl1re32.v"": 4, ""vmv1r.v"": 1, ""vs1r.v"": 1, ""vsetvli"": 1, ""vslidedown.vx"": 1, ""vslideup.vi"": 1}]",[],True,True,True,False
final-none-observe,none,jacobi-2d-imper-l00,4,4,True,"[""m1"", ""m2""]",[1],"[{""add"": 4, ""addi"": 1, ""bne"": 1, ""vfadd.vv"": 4, ""vfmul.vf"": 1, ""vl2re32.v"": 4, ""vmv2r.v"": 1, ""vs2r.v"": 1, ""vsetvli"": 1, ""vslidedown.vx"": 1, ""vslideup.vi"": 1}]",[],True,True,True,False
final-none-observe,none,jacobi-2d-imper-l00,8,8,True,"[""m1"", ""m4""]",[1],"[{""add"": 3, ""addi"": 3, ""bnez"": 1, ""mv"": 1, ""sh2add"": 2, ""slli"": 1, ""sub"": 1, ""vfadd.vv"": 4, ""vfmul.vf"": 1, ""vle32.v"": 4, ""vse32.v"": 1, ""vsetvli"": 1, ""vslidedown.vx"": 1, ""vslideup.vi"": 1, ""zext.w"": 1}]",[],True,True,True,False
final-none-observe,none,jacobi-2d-imper-l00,16,16,True,"[""m1"", ""m8""]",[1],"[{""add"": 3, ""addi"": 3, ""bnez"": 1, ""mv"": 1, ""sh2add"": 2, ""slli"": 1, ""sub"": 1, ""vfadd.vv"": 4, ""vfmul.vf"": 1, ""vle32.v"": 4, ""vse32.v"": 1, ""vsetvli"": 1, ""vslidedown.vx"": 1, ""vslideup.vi"": 1, ""zext.w"": 1}]",[],True,True,True,False
final-none-observe,none,jacobi-2d-imper-l00,expanded,16,True,"[""m1"", ""m8""]",[1],"[{""add"": 3, ""addi"": 3, ""bnez"": 1, ""mv"": 1, ""sh2add"": 2, ""slli"": 1, ""sub"": 1, ""vfadd.vv"": 4, ""vfmul.vf"": 1, ""vle32.v"": 4, ""vse32.v"": 1, ""vsetvli"": 1, ""vslidedown.vx"": 1, ""vslideup.vi"": 1, ""zext.w"": 1}]",[],True,True,True,False
final-none-observe,none,gesummv-l00,2,2,True,"[""m1""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmacc.vv"": 2, ""vl1re32.v"": 3}]",[],True,True,True,False
final-none-observe,none,gesummv-l00,4,4,True,"[""m2""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmacc.vv"": 2, ""vl2re32.v"": 3}]",[],True,True,True,False
final-none-observe,none,gesummv-l00,8,8,True,"[""m4""]",[2],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmacc.vv"": 2, ""vle32.v"": 3, ""vsetvli"": 2}]",[],True,True,True,False
final-none-observe,none,gesummv-l00,16,16,True,"[""m8""]",[2],"[{""add"": 1, ""addi"": 4, ""bnez"": 1, ""csrr"": 2, ""sh2add"": 3, ""sh3add"": 2, ""sub"": 1, ""vfmacc.vv"": 2, ""vl8r.v"": 2, ""vle32.v"": 3, ""vs8r.v"": 2, ""vsetvli"": 2}]","[""  fi#0: id=2 size=64, align=8, at location [SP]"", ""  fi#1: id=2 size=64, align=8, at location [SP]"", ""408B\t  VS8R_V killed renamable $v24m8, %stack.0 :: (store (<vscale x 1 x s512>) into %stack.0, align 8)"", ""500B\t  VS8R_V killed renamable $v0m8, %stack.1 :: (store (<vscale x 1 x s512>) into %stack.1, align 8)"", ""504B\t  renamable $v0m8 = VL8RE8_V %stack.0 :: (load (<vscale x 1 x s512>) from %stack.0, align 8)"", ""584B\t  renamable $v0m8 = VL8RE8_V %stack.1 :: (load (<vscale x 1 x s512>) from %stack.1, align 8)"", ""  fi#0: id=2 size=64, align=8, at location [SP]"", ""  fi#1: id=2 size=64, align=8, at location [SP]"", ""432B\t  VS8R_V killed renamable $v24m8, %stack.0 :: (store (<vscale x 1 x s512>) into %stack.0, align 8)"", ""544B\t  VS8R_V killed renamable $v0m8, %stack.1 :: (store (<vscale x 1 x s512>) into %stack.1, align 8)"", ""560B\t  renamable $v0m8 = VL8RE8_V %stack.0 :: (load (<vscale x 1 x s512>) from %stack.0, align 8)"", ""672B\t  renamable $v0m8 = VL8RE8_V %stack.1 :: (load (<vscale x 1 x s512>) from %stack.1, align 8)""]",True,True,True,False
final-none-observe,none,gesummv-l00,expanded,8,True,"[""m4""]",[2],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmacc.vv"": 2, ""vle32.v"": 3, ""vsetvli"": 2}]",[],True,True,True,False
final-none-observe,none,bicg-l01,2,2,True,"[""m1""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmacc.vf"": 1, ""vfmacc.vv"": 1, ""vl1re32.v"": 3, ""vs1r.v"": 1}]",[],True,True,True,False
final-none-observe,none,bicg-l01,4,4,True,"[""m1"", ""m2""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmacc.vf"": 1, ""vfmacc.vv"": 1, ""vl2re32.v"": 3, ""vs2r.v"": 1}]",[],True,True,True,False
final-none-observe,none,bicg-l01,8,8,True,"[""m1"", ""m4""]",[3],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmacc.vf"": 1, ""vfmacc.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 3}]",[],True,True,True,False
final-none-observe,none,bicg-l01,16,16,True,"[""m1"", ""m8""]",[3],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmacc.vf"": 1, ""vfmacc.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 3}]",[],True,True,True,False
final-none-observe,none,bicg-l01,expanded,16,True,"[""m1"", ""m8""]",[3],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmacc.vf"": 1, ""vfmacc.vv"": 1, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 3}]",[],True,True,True,False
final-none-observe,none,gemver-l00,2,2,True,"[""m1""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmadd.vf"": 2, ""vl1re32.v"": 3, ""vs1r.v"": 1}]",[],True,True,True,False
final-none-observe,none,gemver-l00,4,4,True,"[""m2""]",[0],"[{""add"": 3, ""bne"": 1, ""vfmadd.vf"": 2, ""vl2re32.v"": 3, ""vs2r.v"": 1}]",[],True,True,True,False
final-none-observe,none,gemver-l00,8,8,True,"[""m4""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,gemver-l00,16,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
final-none-observe,none,gemver-l00,expanded,16,True,"[""m8""]",[1],"[{""add"": 1, ""bnez"": 1, ""sh2add"": 3, ""sub"": 1, ""vfmadd.vf"": 2, ""vle32.v"": 3, ""vse32.v"": 1, ""vsetvli"": 1}]",[],True,True,True,False
